Fault Impact of System Internal Error Sources

Component, Initial Failure Mode, 1st Level Effect, Failure Mode, second Level Effect, Failure Mode, third Level Effect, Failure Mode, 4th Level Effect, Failure Mode, 5th Level Effect, Failure Mode, 6th Level Effect, Failure Mode, 7th Level Effect, More
egi1,{ItemOmission},{ItemOmission} airCraftPosition -> assa:OwnAircraftPosition, assa {ItemOmission},{FalseNegativeASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
egi1,{AirspeedValueError},{AirspeedValueError} airCraftPosition -> assa:OwnAircraftPosition, assa {AirspeedValueError},{InaccurateASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
egi1,{AltitudeValueError},{AltitudeValueError} airCraftPosition -> assa:OwnAircraftPosition, assa {AltitudeValueError},{InaccurateASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
egi1,{LongitudeValueError},{LongitudeValueError} airCraftPosition -> assa:OwnAircraftPosition, assa {LongitudeValueError},{InaccurateASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
egi1,{LatitudeValueError},{LatitudeValueError} airCraftPosition -> assa:OwnAircraftPosition, assa {LatitudeValueError},{InaccurateASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
assa,{InaccurateASSAData},{InaccurateASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
assa,{FalsePositiveASSAData},{FalsePositiveASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
assa,"{SensorLoss}",{FalseNegativeASSAData} ASSAAirCrewPresentation -> [No Outgoing Conn],,
